,,Place,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Michigan,Cities,Schoolcraft,1,0,0,0,0,0,0,1,0,0,"1,571"
Michigan,Cities,Shelby Township,4,2,0,0,0,0,2,1,2,1,"79,217"
Michigan,Cities,Southfield,2,3,0,0,0,0,2,0,2,1,"73,324"
Michigan,Cities,Southgate,4,0,0,0,0,0,0,0,0,4,"28,939"
Michigan,Cities,Sparta,1,0,0,0,0,0,0,0,1,0,"4,370"
Michigan,Cities,St. Joseph,1,0,0,0,0,0,0,0,1,0,"8,276"
Michigan,Cities,Tawas,1,0,0,0,0,0,1,0,0,0,"4,522"
Michigan,Cities,Taylor,3,0,0,0,0,0,0,2,1,0,"60,882"
Michigan,Cities,Thomas Township,0,1,0,0,0,0,0,0,1,0,"11,450"
Michigan,Cities,Traverse City,0,3,1,0,0,0,0,2,2,0,"15,617"
Michigan,Cities,Trenton,0,1,0,0,0,0,1,0,0,0,"18,161"
Michigan,Cities,Troy,3,0,0,0,1,0,0,2,2,0,"84,086"
Michigan,Cities,Van Buren Township,2,0,0,0,0,0,1,0,1,0,"27,911"
Michigan,Cities,Warren,1,0,0,0,0,0,1,0,0,0,"135,303"
Michigan,Cities,Wayne,1,0,0,0,0,0,0,0,1,0,"16,857"
Michigan,Cities,West Bloomfield Township,0,3,0,0,0,0,2,1,0,0,"65,948"
Michigan,Cities,Westland,2,0,0,0,0,0,0,0,0,2,"81,158"
Michigan,Cities,White Lake Township,1,0,0,0,0,0,0,1,0,0,"31,016"
Michigan,Cities,Wyandotte,2,0,0,0,0,0,0,1,0,1,"24,817"
Michigan,Cities,Wyoming,4,0,0,0,0,0,0,0,4,0,"76,153"
Michigan,Universities and Colleges,Total,14,5,4,0,1,0,,,,,
Michigan,Universities and Colleges,Eastern Michigan University,3,0,0,0,0,0,0,1,2,0,"21,246"
Michigan,Universities and Colleges,Grand Valley State University,0,0,2,0,0,0,0,0,2,0,"25,460"
Michigan,Universities and Colleges,Michigan State University,1,0,0,0,0,0,0,0,1,0,"50,340"
Michigan,Universities and Colleges,Oakland University,1,0,0,0,0,0,0,0,0,1,"20,012"
Michigan,Universities and Colleges,Saginaw Valley State University,0,0,0,0,1,0,0,0,0,1,"9,105"
Michigan,Universities and Colleges,University of Michigan:  ,,,,,,,,,,,
Michigan,Universities and Colleges,Ann Arbor ,9,4,2,0,0,0,4,0,5,6,"44,718"
Michigan,Universities and Colleges,Dearborn,0,1,0,0,0,0,0,1,0,0,"9,131"
Michigan,Metropolitan Counties,Total,15,10,2,0,0,0,,,,,
Michigan,Metropolitan Counties,Eaton,1,0,0,0,0,0,0,0,1,0,
Michigan,Metropolitan Counties,Genesee,2,2,0,0,0,0,1,1,0,2,
Michigan,Metropolitan Counties,Jackson,0,2,0,0,0,0,0,2,0,0,
Michigan,Metropolitan Counties,Kent,3,0,0,0,0,0,0,1,1,1,
Michigan,Metropolitan Counties,Lapeer,0,1,0,0,0,0,0,1,0,0,
Michigan,Metropolitan Counties,Midland,1,0,0,0,0,0,0,1,0,0,
Michigan,Metropolitan Counties,Monroe,0,1,0,0,0,0,0,1,0,0,
Michigan,Metropolitan Counties,Muskegon,0,0,1,0,0,0,1,0,0,0,
Michigan,Metropolitan Counties,Ottawa,1,1,1,0,0,0,0,0,2,1,
Michigan,Metropolitan Counties,Saginaw,0,1,0,0,0,0,0,1,0,0,
Michigan,Metropolitan Counties,Van Buren,3,2,0,0,0,0,0,1,4,0,
Michigan,Metropolitan Counties,Washtenaw,4,0,0,0,0,0,3,0,1,0,
Michigan,Nonmetropolitan Counties,Total,17,3,4,0,2,0,,,,,
Michigan,Nonmetropolitan Counties,Allegan,1,0,0,0,0,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Benzie,3,0,0,0,0,0,0,1,0,2,
Michigan,Nonmetropolitan Counties,Charlevoix,0,0,1,0,0,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Chippewa,1,1,1,0,0,0,0,1,1,1,
Michigan,Nonmetropolitan Counties,Clare,1,0,0,0,0,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Emmet,1,0,0,0,0,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Grand Traverse,2,0,0,0,0,0,0,1,1,0,
Michigan,Nonmetropolitan Counties,Gratiot,1,1,1,0,0,0,2,0,1,0,
Michigan,Nonmetropolitan Counties,Huron,1,0,0,0,0,0,0,1,0,0,
Michigan,Nonmetropolitan Counties,Mackinac,1,0,0,0,0,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Menominee,2,1,0,0,0,0,0,1,1,1,
Michigan,Nonmetropolitan Counties,Missaukee,1,0,0,0,0,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Newaygo,0,0,0,0,1,0,0,1,0,0,
Michigan,Nonmetropolitan Counties,Ontonagon,0,0,1,0,0,0,0,1,0,0,
Michigan,Nonmetropolitan Counties,Otsego,0,0,0,0,1,0,0,1,0,0,
Michigan,Nonmetropolitan Counties,Presque Isle,2,0,0,0,0,0,0,1,1,0,
Michigan,State Police Agencies,Total,50,6,3,1,1,0,,,,,
Michigan,State Police Agencies,State Police:,,,,,,,,,,,
Michigan,State Police Agencies,Alpena County,2,0,0,0,0,0,0,0,2,0,
Michigan,State Police Agencies,Barry County,3,0,0,0,0,0,0,0,3,0,
Michigan,State Police Agencies,Bay County,2,0,1,0,0,0,0,1,2,0,
Michigan,State Police Agencies,Berrien County,1,0,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,Chippewa County,2,0,0,0,0,0,0,0,0,2,
Michigan,State Police Agencies,Clare County,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,Crawford County,1,0,0,0,0,0,0,0,0,1,
Michigan,State Police Agencies,Eaton County,1,0,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,Genesee County,1,0,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,Gogebic County,2,0,0,0,0,0,1,0,1,0,
Michigan,State Police Agencies,Isabella County,1,0,0,0,0,0,0,0,0,1,
Michigan,State Police Agencies,Jackson County,3,0,1,0,0,0,1,1,1,1,
Michigan,State Police Agencies,Kalamazoo County,2,0,0,0,0,0,0,1,0,1,
Michigan,State Police Agencies,Kent County,3,0,0,0,0,0,0,0,1,2,
Michigan,State Police Agencies,Lapeer County,1,1,0,0,0,0,0,0,1,1,
Michigan,State Police Agencies,Livingston County,4,2,1,0,0,0,2,3,2,0,
Michigan,State Police Agencies,Macomb County,1,0,0,0,0,0,0,0,0,1,
Michigan,State Police Agencies,Mason County,0,1,0,0,0,0,0,0,0,1,
Michigan,State Police Agencies,Monroe County,2,0,0,0,0,0,0,2,0,0,
Michigan,State Police Agencies,Montcalm County,2,0,0,0,0,0,0,0,1,1,
Michigan,State Police Agencies,Muskegon County,1,0,0,0,0,0,0,0,0,1,
Michigan,State Police Agencies,Oakland County,2,0,0,1,0,0,0,2,1,0,
Michigan,State Police Agencies,Oceana County,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,Osceola County,1,0,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,Saginaw County,2,1,0,0,0,0,0,1,1,1,
Michigan,State Police Agencies,Shiawassee County,3,0,0,0,0,0,0,2,1,0,
Michigan,State Police Agencies,St. Joseph County,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,Van Buren County,0,1,0,0,1,0,2,0,0,0,
Michigan,State Police Agencies,Washtenaw County,2,0,0,0,0,0,0,0,0,2,
Michigan,State Police Agencies,Wayne County,1,0,0,0,0,0,1,0,0,0,
Michigan,State Police Agencies,Wexford County,1,0,0,0,0,0,0,0,0,1,
Michigan,Tribal Agencies,Total,3,0,0,0,0,0,,,,,
Michigan,Tribal Agencies,Little River Band of Ottawa Indians,2,0,0,0,0,0,0,2,0,0,
Michigan,Tribal Agencies,Nottawaseppi Huron Band of Potawatomi,1,0,0,0,0,0,0,0,1,0,
Michigan,Other Agencies,Total,0,1,0,0,0,0,,,,,
Michigan,Other Agencies,Wayne County Airport,0,1,0,0,0,0,1,0,0,0,
Minnesota,Total,Total,92,34,22,0,0,0,,,,,
Minnesota,Cities,Total,80,31,21,0,0,0,,,,,
Minnesota,Cities,Apple Valley,1,0,0,0,0,0,0,0,1,0,"52,439"
Minnesota,Cities,Belle Plaine,1,0,0,0,0,0,0,0,0,1,"7,066"
Minnesota,Cities,Blaine,3,0,0,0,0,0,1,1,0,1,"63,857"
Minnesota,Cities,Brooklyn Park,5,0,1,0,0,0,0,3,3,0,"80,347"
Minnesota,Cities,Burnsville,1,0,1,0,0,0,0,1,1,0,"61,442"
Minnesota,Cities,Clearbrook,1,0,0,0,0,0,0,1,0,0,522
Minnesota,Cities,Coon Rapids,0,1,0,0,0,0,0,0,1,0,"62,495"
Minnesota,Cities,Crookston,0,1,0,0,0,0,,1,0,0,"7,789"
Minnesota,Cities,Duluth,1,0,1,0,0,0,1,0,1,0,"86,306"
Minnesota,Cities,Eden Prairie,1,0,0,0,0,0,0,0,0,1,"64,429"
Minnesota,Cities,Edina,0,1,0,0,0,0,0,0,1,0,"51,923"
Minnesota,Cities,Forest Lake,0,0,1,0,0,0,1,0,0,0,"19,804"
Minnesota,Cities,Fridley,0,0,1,0,0,0,0,0,1,0,"27,516"
Minnesota,Cities,Goodhue,1,0,0,0,0,0,,,,1,"1,186"
Minnesota,Cities,Inver Grove Heights,4,1,0,0,0,0,0,3,0,2,"35,254"
Minnesota,Cities,Lakeville,4,2,1,0,0,0,3,0,1,2,"62,958"
Minnesota,Cities,Mankato,1,0,0,0,0,0,0,0,0,1,"42,047"
Minnesota,Cities,Maple Grove,2,2,0,0,0,0,0,0,1,3,"70,966"
Minnesota,Cities,Maplewood,5,0,0,0,0,0,1,0,3,1,"40,689"
Minnesota,Cities,Minneapolis,16,7,8,0,0,0,10,9,8,4,"418,971"
Minnesota,Cities,Moorhead,2,0,1,0,0,0,3,0,0,0,"42,999"
Minnesota,Cities,New Brighton,1,0,0,0,0,0,0,0,1,0,"22,772"
Minnesota,Cities,Northfield,1,0,0,0,0,0,0,1,0,0,"20,512"
Minnesota,Cities,Oakdale,1,0,0,0,0,0,1,0,0,0,"28,181"
Minnesota,Cities,Plymouth,0,1,0,0,0,0,0,0,0,1,"78,356"
Minnesota,Cities,Rochester,10,3,0,0,0,0,3,3,3,4,"115,228"
Minnesota,Cities,Roseville,0,0,1,0,0,0,0,1,0,0,"36,196"
Minnesota,Cities,Sartell,0,0,1,0,0,0,0,0,1,0,"17,353"
Minnesota,Cities,Savage,1,0,1,0,0,0,1,0,1,0,"31,491"
Minnesota,Cities,Spring Lake Park,1,0,0,0,0,0,1,0,0,0,"6,482"
Minnesota,Cities,St. Anthony,1,0,0,0,0,0,0,0,0,1,"9,159"
Minnesota,Cities,St. Cloud,1,1,0,0,0,0,1,0,1,0,"67,911"
Minnesota,Cities,Stillwater,0,1,0,0,0,0,0,0,1,0,"19,394"
Minnesota,Cities,St. Louis Park,3,4,2,0,0,0,3,1,2,2,"49,355"
Minnesota,Cities,St. Paul,11,5,1,0,0,0,5,8,2,2,"306,696"
Minnesota,Cities,Willmar,0,1,0,0,0,0,0,0,1,0,"19,553"
Minnesota,Universities and Colleges,Total,3,2,0,0,0,0,,,,,
Minnesota,Universities and Colleges,"University of Minnesota, Twin Cities",3,2,0,0,0,0,2,2,1,0,"51,579"
Minnesota,Metropolitan Counties,Total,9,0,1,0,0,0,,,,,
Minnesota,Metropolitan Counties,Benton,1,0,0,0,0,0,1,0,0,0,
Minnesota,Metropolitan Counties,Carver,5,0,0,0,0,0,1,1,2,1,
Minnesota,Metropolitan Counties,Ramsey,2,0,0,0,0,0,1,1,0,0,
Minnesota,Metropolitan Counties,Wright,1,0,1,0,0,0,1,0,0,1,
Minnesota,Nonmetropolitan Counties,Total,0,1,0,0,0,0,,,,,
Minnesota,Nonmetropolitan Counties,Otter Tail,0,1,0,0,0,0,1,0,0,0,
Mississippi,Total,Total,1,0,0,0,0,0,,,,,
Mississippi,Cities,Total,1,0,0,0,0,0,,,,,
Mississippi,Cities,Gulfport,1,0,0,0,0,0,0,0,0,1,"72,792"
Missouri,Total,Total,79,11,13,0,1,1,,,,,
Missouri,Cities,Total,72,7,13,0,1,1,,,,,
Missouri,Cities,Blue Springs,2,0,0,0,0,0,1,1,0,0,"54,727"
Missouri,Cities,Branson,1,0,0,0,0,0,1,0,0,0,"11,571"
Missouri,Cities,Camdenton,0,0,1,0,0,0,0,0,0,1,"3,980"
Missouri,Cities,Cameron,3,0,0,0,0,0,0,2,0,1,"9,765"
Missouri,Cities,Columbia,1,0,0,0,0,0,1,0,0,0,"122,585"
Missouri,Cities,Crystal City,0,0,1,0,0,0,0,0,1,0,"4,817"
Missouri,Cities,Festus,0,0,1,0,0,0,0,1,0,0,"12,187"
Missouri,Cities,Gladstone,2,1,0,0,0,0,1,0,1,1,"27,390"
Missouri,Cities,Grain Valley,2,0,0,0,0,0,0,0,1,1,"13,825"
Missouri,Cities,Grandview,1,0,0,0,0,0,0,1,0,0,"25,308"
Missouri,Cities,Independence,4,0,0,0,0,0,2,1,0,1,"117,055"
Missouri,Cities,Joplin,0,0,1,0,0,0,0,0,0,1,"52,412"
Missouri,Cities,Kansas City,34,5,6,0,1,1,6,19,16,6,"484,948"
Missouri,Cities,Lee's Summit,1,0,0,0,0,0,1,0,0,0,"96,855"
Missouri,Cities,Macon,1,0,0,0,0,0,0,0,1,0,"5,360"
Missouri,Cities,Maryland Heights,1,0,0,0,0,0,0,0,0,1,"27,083"
Missouri,Cities,Normandy,1,0,0,0,0,0,0,1,0,0,"7,544"
Missouri,Cities,North Kansas City,1,0,0,0,0,0,0,1,0,0,"4,407"
Missouri,Cities,Overland,1,0,0,0,0,0,0,1,0,0,"15,760"
Missouri,Cities,Rolla,2,0,3,0,0,0,2,1,2,0,"20,147"
Missouri,Cities,St. Louis,11,0,0,0,0,0,3,4,2,2,"310,284"
Missouri,Cities,University City,1,0,0,0,0,0,0,1,0,0,"34,601"
Missouri,Cities,Warrenton,1,0,0,0,0,0,0,1,0,0,"8,168"
Missouri,Cities,Wentzville,1,0,0,0,0,0,0,1,0,0,"38,876"
Missouri,Cities,Willard,0,1,0,0,0,0,0,1,0,0,"5,452"
Missouri,Universities and Colleges,Total,2,2,0,0,0,0,,,,,
Missouri,Universities and Colleges,"St. Louis Community College, Meramec",2,1,0,0,0,0,2,0,1,0,"19,052"
Missouri,Universities and Colleges,"University of Missouri, Columbia",0,1,0,0,0,0,1,0,0,0,"33,239"
Missouri,Metropolitan Counties,Total,3,2,0,0,0,0,,,,,
Missouri,Metropolitan Counties,Greene,2,0,0,0,0,0,0,1,1,0,
Missouri,Metropolitan Counties,St. Louis County Police Department,0,2,0,0,0,0,1,0,1,0,
Missouri,Metropolitan Counties,Warren,1,0,0,0,0,0,0,0,1,0,
Missouri,Nonmetropolitan Counties,Total,2,0,0,0,0,0,,,,,
Missouri,Nonmetropolitan Counties,Laclede,1,0,0,0,0,0,0,0,0,1,
Missouri,Nonmetropolitan Counties,Taney,1,0,0,0,0,0,1,0,0,0,
Montana,Total,Total,9,4,2,0,0,0,,,,,
Montana,Cities,Total,3,2,0,0,0,0,,,,,
Montana,Cities,Bozeman,0,2,0,0,0,0,1,0,1,0,"46,728"
Montana,Cities,Kalispell,2,0,0,0,0,0,0,2,0,0,"23,243"
Montana,Cities,Whitefish,1,0,0,0,0,0,0,0,1,0,"7,446"
Montana,Universities and Colleges,Total,2,0,0,0,0,0,,,,,
Montana,Universities and Colleges,Montana State University,1,0,0,0,0,0,1,0,0,0,"16,359"
Montana,Universities and Colleges,University of Montana,1,0,0,0,0,0,0,0,0,1,"12,419"
Montana,Metropolitan Counties,Total,3,1,1,0,0,0,,,,,
Montana,Metropolitan Counties,Cascade,1,0,0,0,0,0,1,0,0,0,
Montana,Metropolitan Counties,Missoula,1,1,0,0,0,0,0,0,2,0,
Montana,Metropolitan Counties,Yellowstone,1,0,1,0,0,0,1,1,0,0,
Montana,Nonmetropolitan Counties,Total,1,1,1,0,0,0,,,,,
Montana,Nonmetropolitan Counties,Deer Lodge,0,0,1,0,0,0,0,0,1,0,
Montana,Nonmetropolitan Counties,Gallatin,1,0,0,0,0,0,0,0,1,0,
Montana,Nonmetropolitan Counties,Ravalli,0,1,0,0,0,0,0,0,1,0,
Nebraska,Total,Total,34,6,4,1,0,0,,,,,
Nebraska,Cities,Total,29,6,4,0,0,0,,,,,
Nebraska,Cities,Grand Island,1,0,1,0,0,0,0,1,0,1,"51,980"
Nebraska,Cities,Kearney,1,0,0,0,0,0,0,0,0,1,"33,960"
Nebraska,Cities,Lincoln,21,5,3,0,0,0,3,5,10,11,"284,063"
Nebraska,Cities,Norfolk,2,0,0,0,0,0,0,0,1,1,"24,364"
Nebraska,Cities,Omaha,2,1,0,0,0,0,1,1,1,0,"449,388"
Nebraska,Cities,South Sioux City,2,0,0,0,0,0,1,0,0,1,"13,078"
Nebraska,Metropolitan Counties,Total,5,0,0,0,0,0,,,,,
Nebraska,Metropolitan Counties,Merrick,4,0,0,0,0,0,0,0,2,2,
Nebraska,Metropolitan Counties,Saunders,1,0,0,0,0,0,0,0,0,1,
Nebraska,Nonmetropolitan Counties,Total,0,0,0,1,0,0,,,,,
Nebraska,,Perkins,0,0,0,1,0,0,0,0,0,1,
Nevada,Total,Total,2,0,3,0,0,0,,,,,
Nevada,Cities,Total,1,0,3,0,0,0,,,,,
Nevada,Cities,Henderson,1,0,0,0,0,0,0,0,0,1,"299,285"
Nevada,Cities,Reno,0,0,3,0,0,0,1,2,0,0,"248,531"
Nevada,Other Agencies,Total,1,0,0,0,0,0,,,,,
Nevada,,Clark County School District,1,0,0,0,0,0,0,0,1,0,
New Hampshire,Total,Total,8,4,1,0,0,0,,,,,
New Hampshire,Cities,Total,7,4,0,0,0,0,,,,,
New Hampshire,Cities,Concord,1,0,0,0,0,0,0,1,0,0,"42,942"
New Hampshire,Cities,Dover,1,0,0,0,0,0,1,0,0,0,"31,344"
New Hampshire,Cities,Epping,0,1,0,0,0,0,1,0,0,0,"6,978"
New Hampshire,Cities,Hudson,1,0,0,0,0,0,1,0,0,0,"25,212"
New Hampshire,Cities,Keene,0,1,0,0,0,0,0,0,0,1,"23,386"
New Hampshire,Cities,Laconia,1,0,0,0,0,0,0,1,0,0,"16,616"
New Hampshire,Cities,Manchester,0,1,0,0,0,0,0,1,0,0,"110,655"
New Hampshire,Cities,Pelham,1,0,0,0,0,0,0,0,1,0,"13,513"
New Hampshire,Cities,Plymouth,0,1,0,0,0,0,0,0,0,1,"6,303"
New Hampshire,Cities,Rye,1,0,0,0,0,0,0,1,0,0,"5,425"
New Hampshire,Cities,Seabrook,1,0,0,0,0,0,0,1,0,0,"8,816"
New Hampshire,Universities and Colleges,Total,0,0,1,0,0,0,,,,,
New Hampshire,Universities and Colleges,University of New Hampshire,0,0,1,0,0,0,0,0,0,1,"15,188"
New Hampshire,State Police Agencies,Total,1,0,0,0,0,0,,,,,
New Hampshire,State Police Agencies,"State Police, Grafton County",1,0,0,0,0,0,0,1,0,0,
New Jersey,Total,Total,260,180,51,4,0,0,,,,,
New Jersey,Cities,Total,241,163,41,3,0,0,,,,,
New Jersey,Cities,Aberdeen Township,2,3,1,0,0,0,3,1,2,0,"18,403"
New Jersey,Cities,Belmar,0,0,1,0,0,0,0,1,0,0,"5,666"
New Jersey,Cities,Belvidere,1,0,0,0,0,0,0,0,0,1,"2,589"
New Jersey,Cities,Bergenfield,0,2,0,0,0,0,0,2,0,0,"27,891"
New Jersey,Cities,Berkeley Heights Township,1,0,0,0,0,0,0,0,1,0,"13,654"
New Jersey,Cities,Berkeley Township,0,1,0,0,0,0,0,0,1,0,"42,036"
New Jersey,Cities,Boonton,0,1,0,0,0,0,0,1,0,0,"8,421"
New Jersey,Cities,Bradley Beach,1,1,0,0,0,0,1,1,0,0,"4,236"
New Jersey,Cities,Brick Township,0,2,0,0,0,0,0,0,2,0,"75,566"
New Jersey,Cities,Bridgeton,1,0,0,0,0,0,0,1,0,0,"24,937"
New Jersey,Cities,Bridgewater Township,0,1,0,0,0,0,0,0,0,1,"45,417"
New Jersey,Cities,Brigantine,0,1,0,0,0,0,0,0,1,0,"8,976"
New Jersey,Cities,Burlington Township,1,0,0,0,0,0,0,1,0,0,"22,772"
New Jersey,Cities,Carteret,1,0,0,0,0,0,1,0,0,0,"24,283"
New Jersey,Cities,Chatham,0,1,0,0,0,0,0,1,0,0,"9,011"
New Jersey,Cities,Chatham Township,1,0,0,0,0,0,1,0,0,0,"10,515"
New Jersey,Cities,Cinnaminson Township,2,3,1,0,0,0,2,3,0,1,"16,696"
New Jersey,Cities,Collingswood,1,0,0,0,0,0,0,0,0,1,"14,080"
New Jersey,Cities,Colts Neck Township,2,0,0,0,0,0,2,0,0,0,"9,936"
New Jersey,Cities,Deal,0,2,0,0,0,0,0,2,0,0,730
New Jersey,Cities,Delanco Township,2,0,0,0,0,0,2,0,0,0,"4,528"
New Jersey,Cities,Dover,1,0,1,0,0,0,1,1,0,0,"18,339"
New Jersey,Cities,Eastampton Township,1,0,0,0,0,0,1,0,0,0,"5,962"
New Jersey,Cities,East Brunswick Township,11,13,0,0,0,0,4,13,5,2,"49,019"
New Jersey,Cities,East Hanover Township,2,1,0,0,0,0,1,2,0,0,"11,284"
New Jersey,Cities,East Orange,1,1,0,0,0,0,0,1,1,0,"65,160"
New Jersey,Cities,East Windsor Township,1,0,0,0,0,0,0,0,0,1,"27,571"
New Jersey,Cities,Eatontown,0,0,1,0,0,0,0,0,0,1,"12,258"
New Jersey,Cities,Edison Township,6,3,1,0,0,0,2,2,4,2,"102,699"
New Jersey,Cities,Egg Harbor Township,1,0,0,0,0,0,0,0,0,1,"43,515"
New Jersey,Cities,Elizabeth,0,1,0,0,0,0,1,0,0,0,"129,726"
New Jersey,Cities,Elmwood Park,1,0,0,0,0,0,0,0,0,1,"20,515"
New Jersey,Cities,Emerson,0,1,0,0,0,0,0,1,0,0,"7,747"
New Jersey,Cities,Englewood,8,1,0,0,0,0,0,1,0,8,"28,795"
New Jersey,Cities,Evesham Township,10,7,0,1,0,0,2,4,5,7,"45,314"
New Jersey,Cities,Fair Lawn,0,0,1,0,0,0,0,0,0,1,"33,759"
New Jersey,Cities,Fort Lee,1,0,1,0,0,0,0,1,1,0,"38,095"
New Jersey,Cities,Franklin Lakes,1,5,0,0,0,0,0,1,0,5,"10,939"
New Jersey,Cities,"Franklin Township, Somerset County",1,0,0,0,0,0,1,0,0,0,"67,463"
New Jersey,Cities,Freehold Borough,1,0,0,0,0,0,0,0,0,1,"11,865"
New Jersey,Cities,Freehold Township,2,0,1,0,0,0,2,0,1,0,"35,531"
New Jersey,Cities,Hackensack,4,4,1,0,0,0,1,0,2,6,"45,226"
New Jersey,Cities,Hackettstown,1,0,0,0,0,0,1,0,0,0,"9,520"
New Jersey,Cities,Haddonfield,1,0,0,0,0,0,1,0,0,0,"11,445"
New Jersey,Cities,Haddon Township,2,0,0,0,0,0,1,1,0,0,"14,731"
New Jersey,Cities,"Hamilton Township, Mercer County",5,0,0,0,0,0,1,1,1,2,"88,723"
New Jersey,Cities,Hanover Township,1,4,0,0,0,0,4,1,0,0,"14,904"
New Jersey,Cities,Harrison Township,0,0,1,0,0,0,0,0,0,1,"13,128"
New Jersey,Cities,Haworth,0,2,0,0,0,0,0,0,0,2,"3,491"
New Jersey,Cities,High Bridge,0,1,0,0,0,0,0,1,0,0,"3,524"
New Jersey,Cities,Highland Park,2,2,0,0,0,0,1,1,1,1,"14,287"
New Jersey,Cities,Hightstown,2,0,0,0,0,0,1,1,0,0,"5,522"
New Jersey,Cities,Hillsborough Township,3,1,0,0,0,0,1,2,0,1,"40,369"
New Jersey,Cities,Hoboken,3,3,0,0,0,0,4,1,0,1,"55,348"
New Jersey,Cities,Hopewell Township,1,0,2,0,0,0,1,2,0,0,"18,633"
New Jersey,Cities,Howell Township,7,4,0,0,0,0,4,2,4,1,"52,432"
New Jersey,Cities,Interlaken,0,0,1,0,0,0,0,1,0,0,798
New Jersey,Cities,Jefferson Township,1,0,0,0,0,0,1,0,0,0,"21,505"
New Jersey,Cities,Jersey City,0,0,1,0,0,0,1,0,0,0,"267,906"
New Jersey,Cities,Keansburg,8,1,1,0,0,0,0,1,7,2,"9,782"
New Jersey,Cities,Kinnelon,1,0,0,0,0,0,0,1,0,0,"10,275"
New Jersey,Cities,Lakewood Township,7,15,0,0,0,0,4,6,7,5,"102,759"
New Jersey,Cities,"Lawrence Township, Mercer County",0,2,0,0,0,0,0,1,0,1,"32,929"
New Jersey,Cities,Lindenwold,0,0,1,0,0,0,0,0,0,1,"17,516"
New Jersey,Cities,Livingston Township,2,1,0,0,0,0,1,1,0,1,"29,987"
New Jersey,Cities,Lodi,2,0,3,0,0,0,3,1,0,1,"24,981"
New Jersey,Cities,Lopatcong Township,0,1,0,0,0,0,1,0,0,0,"8,298"
New Jersey,Cities,Lumberton Township,0,1,0,0,0,0,0,0,1,0,"12,286"
New Jersey,Cities,Madison,1,2,0,0,0,0,1,1,0,1,"16,175"
New Jersey,Cities,Magnolia,2,0,0,0,0,0,1,1,0,0,"4,310"
New Jersey,Cities,Manalapan Township,4,4,0,0,0,0,1,2,4,1,"40,177"
New Jersey,Cities,Manasquan,2,0,0,0,0,0,1,0,1,0,"5,804"
New Jersey,Cities,Manchester Township,1,0,0,0,0,0,1,0,0,0,"43,916"
New Jersey,Cities,"Mansfield Township, Warren County",0,1,0,0,0,0,0,1,0,0,"7,435"
New Jersey,Cities,Mantua Township,1,0,0,0,0,0,0,0,0,1,"15,123"
New Jersey,Cities,Maple Shade Township,1,2,0,0,0,0,1,1,0,1,"18,797"
New Jersey,Cities,Maplewood Township,0,1,0,0,0,0,1,0,0,0,"24,863"
New Jersey,Cities,Medford Lakes,1,1,0,0,0,0,0,0,2,0,"4,038"
New Jersey,Cities,Medford Township,3,2,2,0,0,0,1,1,0,5,"23,503"
New Jersey,Cities,Metuchen,0,0,0,1,0,0,1,0,0,0,"13,981"
New Jersey,Cities,Middlesex Borough,1,1,0,0,0,0,1,0,1,0,"13,897"
New Jersey,Cities,Millburn Township,0,1,0,0,0,0,0,0,0,1,"20,421"
New Jersey,Cities,Monmouth Beach,0,1,0,0,0,0,0,0,0,1,"3,213"
New Jersey,Cities,"Monroe Township, Middlesex County",0,3,0,0,0,0,0,0,0,3,"45,722"
New Jersey,Cities,Montclair,2,0,0,0,0,0,0,0,1,1,"39,029"
New Jersey,Cities,Montvale,0,1,0,0,0,0,1,0,0,0,"8,653"
New Jersey,Cities,Moorestown Township,4,1,0,0,0,0,1,2,1,1,"20,534"
New Jersey,Cities,Mount Laurel Township,0,0,1,0,0,0,1,0,0,0,"41,712"
New Jersey,Cities,Mount Olive Township,1,0,1,0,0,0,0,0,0,2,"29,410"
New Jersey,Cities,Mullica Township,1,0,0,0,0,0,0,0,0,1,"6,024"
New Jersey,Cities,Neptune Township,6,0,1,0,0,0,4,1,0,2,"27,757"
New Jersey,Cities,New Brunswick,1,0,2,0,0,0,2,,1,,"57,481"
New Jersey,Cities,Newton,0,1,1,0,0,0,0,0,1,1,"7,874"
New Jersey,Cities,North Bergen Township,0,1,0,0,0,0,1,0,0,0,"63,490"
New Jersey,Cities,Northfield,1,0,0,0,0,0,1,0,0,0,"8,376"
New Jersey,Cities,Oakland,0,1,0,0,0,0,0,0,0,1,"13,243"
New Jersey,Cities,"Ocean Township, Monmouth County",3,3,0,0,0,0,1,3,2,0,"26,637"
